sample	FIPS
USA/VA-CDC-ASC210240295/2021|MZ979636.1|2021-07-22	51043
USA/VA-CDC-LC0148288/2021|MZ863627.1|2021-07-30	51197
USA/VA-CDC-LC0160390/2021|MZ887394.1|2021-08-02	51147
USA/VA-CDC-LC0125104/2021|OK124701.1|2021-07-23	51149
USA/VA-DCLS-6508/2021|MZ908698.1|2021-07	51595
USA/VA-CDC-LC0138244/2021|MZ857568.1|2021-07-26	51037
USA/VA-CDC-ASC210243934/2021|MZ981120.1|2021-07-25	51081
USA/VA-CDC-LC0411842/2021|OL917738.1|2021-11-30	51101
USA/VA-CDC-QDX31492053/2021|OL865848.1|2021-11-27	51035
USA/VA-DCLS-11135/2021|OM037306.1|2021-11-29	51069
USA/VA-CDC-ASC210517108/2021|OL968638.1|2021-12-01	51069
USA/VA-DCLS-11569/2021|OM263235.1|2021-11-29	51670
USA/VA-CDC-IBX923799931593/2021|OL998216.1|2021-12-08	51147
USA/VA-CDC-QDX31491970/2021|OL789468.1|2021-11-26	51510
USA/VA-DCLS-11524/2021|OM262876.1|2021-12-03	51109
USA/VA-DCLS-11316/2021|OM068963.1|2021-11-28	51145
USA/VA-CDC-LC0423861/2021|OL995033.1|2021-12-09	51019
USA/VA-CDC-QDX31492269/2021|OL789719.1|2021-11-27	51057
USA/VA-CDC-LC0453567/2021|OM226331.1|2021-12-29	51079
USA/VA-DCLS-11098/2021|OM037273.1|2021-11-24	51199
USA/VA-VTVAS3-GSC28677/2021|ON148927.1|2021-11-29	51059
USA/VA-DCLS-11561/2021|OM263227.1|2021-11-29	51071
USA/VA-CDC-LC0408691/2021|OL915914.1|2021-11-24	51041
USA/VA-VTVAS3-GSC28760/2021|ON133201.1|2021-12-06	51036
USA/VA-VTVAS3-GSC28768/2021|ON133209.1|2021-12-06	51023
USA/VA-CDC-LC0399751/2021|OL836053.1|2021-11-23	51041
USA/VA-DCLS-11418/2021|OM058074.1|2021-12-06	51119
USA/VA-DCLS-11123/2021|OM037296.1|2021-11-23	51036
USA/VA-CDC-LC0400222/2021|OL837944.1|2021-11-26	51073
USA/VA-DCLS-11564/2021|OM263230.1|2021-11-29	51121
USA/VA-CDC-LC0429545/2021|OM042424.1|2021-12-13	51155
USA/VA-CDC-QDX32046190/2021|OM147358.1|2021-12-13	51075
USA/VA-DCLS-11089/2021|OM037224.1|2021-11-24	51720
USA/VA-DCLS-11567/2021|OM263233.1|2021-11-27	51199
USA/VA-CDC-LC0404033/2021|OL838019.1|2021-11-26	51750
USA/VA-DCLS-4809/2021|MZ172874.1|2021-04	51159
USA/VA-CDC-LC0064095/2021|MZ341937.1|2021-05-16	51093
USA/VA-DCLS-4606/2021|MZ164581.1|2021-04	51073
USA/VA-CDC-2-4242865/2021|MZ082804.1|2021-03-31	51009
USA/VA-DCLS-3018/2020|MW704405.1|2020-11	51650
USA/VA-CDC-LC0140628/2021|MZ860973.1|2021-07-26	51007
USA/VA-CDC-LC0179420/2021|MZ989929.1|2021-08-07	51700
USA/VA-VTVAS3-GSC23448/2021|ON129785.1|2021-07-16	51053
USA/VA-DCLS-6071/2021|MZ648159.1|2021-07	51800
USA/VA-CDC-LC0110910/2021|MZ784918.1|2021-07-14	51105
USA/VA-CDC-ASC210158677/2021|MZ741127.1|2021-07-18	51670
USA/VA-CDC-LC0146023/2021|MZ862910.1|2021-07-28	51093
USA/VA-Noblis-S719B25/2021|OK546331.1|2021-07-19	51191
USA/VA-DCLS-6024/2021|MZ662184.1|2021-07	51159
USA/VA-CDC-LC0100641/2021|MZ785579.1|2021-07-17	51193
USA/VA-CDC-LC0319837/2021|OK611924.1|2021-10-07	51071
USA/VA-CDC-ASC210158651/2021|MZ741108.1|2021-07-18	51700
USA/VA-VTVAS3-GSC23217/2021|ON129475.1|2021-04-07	51063
USA/VA-DCLS-4288/2021|MZ165843.1|2021-04	51685
USA/VA-CDC-LC0037417/2021|MZ001898.1|2021-03-31	51830
USA/VA-DCLS-4757/2021|MZ172835.1|2021-04	51023
USA/VA-CDC-STM-000042844/2021|OK193425.1|2021-03-25	51157
USA/VA-CDC-LC0036861/2021|MZ001431.1|2021-03-27	51510
USA/VA-CDC-STM-000045959/2021|MW931294.1|2021-03-29	51111
USA/VA-DCLS-5167/2021|MZ317719.1|2021-05	51173
USA/VA-VTVAS3-GSC28326/2021|ON138060.1|2021-11-21	51037
USA/VA-DCLS-11272/2021|OM123487.1|2021-11-29	51600
USA/VA-CDC-LC0400215/2021|OL836167.1|2021-11-23	51073
USA/VA-DCLS-11277/2021|OM068924.1|2021-12-02	51680
USA/VA-VTVAS3-GSC28426/2021|ON132370.1|2021-11-23	51510
USA/VA-VTVAS3-GSC28804/2021|ON133244.1|2021-12-08	51023
USA/VA-CDC-ASC210484604/2021|OL751334.1|2021-11-20	51115
USA/VA-VTVAS3-GSC28310/2021|ON138044.1|2021-11-17	51029
USA/VA-DCLS-11041/2021|OM037261.1|2021-11-16	51045
USA/VA-DCLS-11045/2021|OM037265.1|2021-11-16	51019
USA/VA-CDC-QDX31280804/2021|OL931895.1|2021-11-19	51700
USA/VA-CDC-LC0394039/2021|OL738550.1|2021-11-18	51003
USA/VA-CDC-LC0394030/2021|OL738502.1|2021-11-18	51145
USA/VA-CDC-QDX31492049/2021|OL866021.1|2021-11-27	51840
USA/VA-CDC-ASC210483099/2021|OL929847.1|2021-11-17	51035
USA/VA-CDC-ASC210484247/2021|OL887505.1|2021-11-18	51065
USA/VA-CDC-ASC210482449/2021|OL749319.1|2021-11-16	51175
USA/VA-DCLS-11032/2021|OM037252.1|2021-11-26	51770
USA/VA-VTVAS3-GSC28277/2021|ON138011.1|2021-11-17	51800
USA/VA-CDC-ASC210712330/2021|OL945185.1|2021-11-26	51111
USA/VA-CDC-QDX31280833/2021|OL932101.1|2021-11-19	51115
USA/VA-VTVAS3-GSC28587/2021|ON133141.1|2021-11-22	51081
USA/VA-CDC-LC0388470/2021|OL736836.1|2021-11-16	51187
USA/VA-DCLS-11079/2021|OM037214.1|2021-11-25	51740
USA/VA-CDC-LC0403247/2021|OL832718.1|2021-11-16	51570
USA/VA-DCLS-11103/2021|OM037277.1|2021-11-27	51103
USA/VA-CDC-LC0399272/2021|OL835241.1|2021-11-22	51720
USA/VA-DCLS-11138/2021|OM037309.1|2021-11-29	51037
USA/VA-CDC-ASC210487853/2021|OL859916.1|2021-11-19	51670
USA/VA-VTVAS3-GSC28232/2021|ON137968.1|2021-11-29	51049
USA/VA-DCLS-11005/2021|OM037228.1|2021-11-20	51141
USA/VA-DCLS-11500/2021|OM262854.1|2021-11-29	51700
USA/VA-VTVAS3-GSC28319/2021|ON138053.1|2021-11-19	51595
USA/VA-VTVAS3-GSC28439/2021|ON132383.1|2021-11-23	51049
USA/VA-DCLS-5733/2021|MZ571286.1|2021-06	51033
USA/VA-DCLS-11585/2021|OM263248.1|2021-12-03	51167
USA/VA-CDC-ASC210426945/2021|OL761166.1|2021-11-17	51069
USA/VA-VTVAS3-GSC28302/2021|ON138036.1|2021-11-16	51053
USA/VA-VTVAS3-GSC28529/2021|ON133087.1|2021-12-03	51730
USA/VA-CDC-LC0393935/2021|OL737144.1|2021-11-16	51183
USA/VA-DCLS-10991/2021|OL753033.1|2021-11-19	51119
USA/VA-CDC-ASC210711141/2021|OL860025.1|2021-11-19	51075
USA/VA-VTVAS3-GSC28352/2021|ON132296.1|2021-11-19	51041
USA/VA-DCLS-11139/2021|OM037310.1|2021-11-29	51530
USA/VA-CDC-QDX32143103/2021|OM161286.1|2021-12-15	51145
USA/VA-CDC-QDX31492050/2021|OL865865.1|2021-11-27	51143
USA/VA-CDC-LC0100752/2021|MZ785248.1|2021-07-11	51830
USA/VA-DCLS-6121/2021|MZ733567.1|2021-07	51163
USA/VA-CDC-LC0128533/2021|OK123558.1|2021-07-22	51179
USA/VA-VTVAS3-GSC24106/2021|ON132054.1|2021-08-23	51121
USA/VA-CDC-LC0034686/2021|MW903573.1|2021-03-16	51031
USA/VA-CDC-ASC210013052/2021|MZ256249.1|2021-03-19	51115
USA/VA-CDC-LC0029829/2021|MW987191.1|2021-03-17	51680
USA/VA-DCLS-4061/2021|MW850594.1|2021-02	51107
USA/VA-DCLS-4440/2021|MZ166083.1|2021-03	51680
USA/VA-CDC-LC0033379/2021|MW902807.1|2021-03-20	51520
USA/VA-DCLS-4254/2021|MW898261.1|2021-03	51053
USA/VA-CDC-LC0425528/2021|OL994408.1|2021-12-08	51595
USA/VA-DCLS-10801/2021|OM037147.1|2021-11-09	51101
USA/VA-CDC-ASC210455338/2021|OL759828.1|2021-11-11	51630
USA/VA-VTVAS3-GSC28273/2021|ON138007.1|2021-11-15	51770
USA/VA-CDC-LC0374354/2021|OL645262.1|2021-11-10	51087
USA/VA-CDC-STM-SZYMMMA6B/2021|OL649425.1|2021-11-11	51091
USA/VA-CDC-LC0374766/2021|OL645932.1|2021-11-11	51101
USA/VA-CDC-ASC210606621/2021|OL970165.1|2021-12-06	51770
USA/VA-CDC-LC0374549/2021|OL645227.1|2021-11-10	51065
USA/VA-CDC-ASC210397302/2021|OL760105.1|2021-11-11	51051
USA/VA-CDC-LC0378979/2021|OL644313.1|2021-11-09	51678
USA/VA-CDC-ASC210457949/2021|OL760151.1|2021-11-12	51115
USA/VA-VTVAS3-GSC28297/2021|ON138031.1|2021-11-17	51540
USA/VA-CDC-LC0374416/2021|OL645403.1|2021-11-10	51199
USA/VA-DCLS-11037/2021|OM037257.1|2021-11-16	51167
USA/VA-CDC-LC0379094/2021|OL644260.1|2021-11-09	51091
USA/VA-DCLS-10760/2021|OL784084.1|2021-11-12	51025
USA/VA-VTVAS3-GSC28218/2021|ON137955.1|2021-11-14	51193
USA/VA-CDC-LC0379132/2021|OL644267.1|2021-11-09	51775
USA/VA-DCLS-11128/2021|OM037299.1|2021-11-23	51135
USA/VA-CDC-ASC210457947/2021|OL759489.1|2021-11-10	51520
USA/VA-CDC-ASC210426944/2021|OL930002.1|2021-11-17	51177
USA/VA-VTVAS3-GSC28097/2021|ON137755.1|2021-11-10	51133
USA/VA-CDC-QDX30966680/2021|OL727249.1|2021-11-10	51083
USA/VA-VTVAS3-GSC27648/2021|ON137834.1|2021-11-10	51750
USA/VA-CDC-QDX30966670/2021|OL727181.1|2021-11-10	51099
USA/VA-CDC-LC0378774/2021|OL645377.1|2021-11-10	51161
USA/VA-CDC-LC0374800/2021|OL643962.1|2021-11-09	51005
USA/VA-CDC-2-5588946/2021|OM764670.1|2021-12-10	51510
USA/VA-CDC-QDX31280784/2021|OL931942.1|2021-11-19	51710
USA/VA-DCLS-10850/2021|OL753055.1|2021-11-15	51103
USA/VA-CDC-QDX31091481/2021|OL681310.1|2021-11-13	51063
USA/VA-VTVAS3-GSC28262/2021|ON137996.1|2021-11-17	51009
USA/VA-CDC-LC0374687/2021|OL645851.1|2021-11-11	51027
USA/VA-CDC-STM-CK32DCQY8/2021|OL649708.1|2021-11-12	51137
USA/VA-VTVAS3-GSC31135/2022|ON262273.1|2022-01-01	51073
USA/VA-CDC-QDX30945054/2021|OL727087.1|2021-11-09	51073
USA/VA-VTVAS3-GSC28172/2021|ON137912.1|2021-11-11	51820
USA/VA-VTVAS3-GSC27665/2021|ON137850.1|2021-11-10	51147
USA/VA-CDC-QDX31491997/2021|OL865729.1|2021-11-26	51069
USA/VA-CDC-QDX30966678/2021|OL727263.1|2021-11-10	51017
USA/VA-CDC-LC0095332/2021|MZ849861.1|2021-07-04	51083
USA/VA-VTVAS3-GSC23436/2021|ON129778.1|2021-07-06	51065
USA/VA-DCLS-5554/2021|MZ486485.1|2021-06	51049
USA/VA-CDC-LC0095463/2021|MZ849986.1|2021-07-06	51007
USA/VA-CDC-LC0156976/2021|MZ886222.1|2021-08-04	51159
USA/VA-CDC-LC0095305/2021|MZ849985.1|2021-07-06	51031
USA/VA-CDC-LC0066022/2021|OK233755.1|2021-05-24	51131
USA/VA-CDC-ASC210004769/2021|MZ257510.1|2021-03-14	51610
USA/VA-DCLS-4120/2021|MZ165971.1|2021-03	51036
USA/VA-DCLS-3804/2021|MW880132.1|2021-02	51191
USA/VA-CDC-LC0027542/2021|MW813749.1|2021-03-07	51640
USA/VA-DCLS-3666/2021|MW714576.1|2021-02	51595
USA/VA-DCLS-4210/2021|MZ165813.1|2021-03	51167
USA/VA-DCLS-6826/2021|MZ910721.1|2021-07	51097
USA/VA-CDC-LC0143192/2021|MZ862149.1|2021-07-26	51105
USA/VA-CDC-LC0278756/2021|OK370306.1|2021-09-15	51021
USA/VA-VTVAS3-GSC27835/2021|ON137472.1|2021-11-07	51069
USA/VA-CDC-ASC210524969/2021|OL731208.1|2021-11-07	51127
USA/VA-VTVAS3-GSC28374/2021|ON132318.1|2021-11-22	51690
USA/VA-CDC-ASC210526884/2021|OL651631.1|2021-11-07	51670
USA/VA-CDC-ASC210395700/2021|OL921637.1|2021-11-10	51063
USA/VA-CDC-LC0374573/2021|OL642994.1|2021-11-07	51007
USA/VA-CDC-LC0379232/2021|OL643130.1|2021-11-08	51001
USA/VA-DCLS-11129/2021|OM037300.1|2021-11-22	51027
USA/VA-CDC-ASC210519336/2021|OL578948.1|2021-11-02	51790
USA/VA-CDC-LC0371415/2021|OL574998.1|2021-11-04	51121
USA/VA-CDC-QDX30945038/2021|OL726988.1|2021-11-08	51660
USA/VA-VTVAS3-GSC27853/2021|ON137490.1|2021-11-08	51041
USA/VA-DCLS-11378/2021|OM123609.1|2021-12-03	51121
USA/VA-CDC-LC0371113/2021|OL574883.1|2021-11-03	51550
USA/VA-CDC-LC0370867/2021|OL560912.1|2021-11-06	51197
USA/VA-CDC-LC0371106/2021|OL574707.1|2021-11-03	51830
USA/VA-VTVAS3-GSC28381/2021|ON132325.1|2021-11-22	51069
USA/VA-VTVAS3-GSC27673/2021|ON137858.1|2021-11-08	51195
USA/VA-CDC-LC0373991/2021|OL643209.1|2021-11-08	51670
USA/VA-CDC-LC0369876/2021|OL560652.1|2021-11-05	51031
USA/VA-VTVAS3-GSC27865/2021|ON137502.1|2021-11-04	51097
USA/VA-VTVAS3-GSC27848/2021|ON137485.1|2021-11-08	51790
USA/VA-VTVAS3-GSC27839/2021|ON137476.1|2021-11-04	51520
USA/VA-CDC-LC0371164/2021|OL574945.1|2021-11-03	51051
USA/VA-VTVAS3-GSC28399/2021|ON132343.1|2021-11-16	51193
USA/VA-CDC-LC0370862/2021|OL560946.1|2021-11-06	51125
USA/VA-CDC-QDX31136764/2021|OL707112.1|2021-11-13	51740
USA/VA-CDC-LC0403346/2021|OL833567.1|2021-11-18	51145
USA/VA-CDC-QDX31091478/2021|OL681274.1|2021-11-13	51049
USA/VA-CDC-LC0363812/2021|OL558829.1|2021-11-02	51163
USA/VA-CDC-LC0389337/2021|OL738267.1|2021-11-17	51730
USA/VA-CDC-LC0373888/2021|OL643307.1|2021-11-08	51197
USA/VA-CDC-QDX30810963/2021|OL647404.1|2021-11-05	51021
USA/VA-CDC-LC0000670/2020|MW634305.1|2020-12-27	51021
USA/VA-CDC-LC0023250/2021|MW780822.1|2021-02-28	51091
USA/VA-DCLS-3922/2021|MW898777.1|2021-03	51073
USA/VA-CDC-LC0020872/2021|MW783598.1|2021-02-25	51075
USA/VA-DCLS-3895/2021|MW898756.1|2021-03	51083
USA/VA-DCLS-5620/2021|MZ542735.1|2021-06	51179
USA/VA-VTVAS3-GSC27873/2021|ON137510.1|2021-11-03	51009
USA/VA-CDC-QDX30655861/2021|OL623015.1|2021-11-01	51680
USA/VA-CDC-ASC210521333/2021|OL650501.1|2021-11-04	51600
USA/VA-CDC-ASC210447750/2021|OL564093.1|2021-10-29	51015
USA/VA-CDC-LC0369045/2021|OL557644.1|2021-10-31	51171
USA/VA-CDC-ASC210446741/2021|OL564733.1|2021-10-29	51750
USA/VA-VTVAS3-GSC27644/2021|ON137830.1|2021-11-10	51177
USA/VA-CDC-ASC210391263/2021|OL947887.1|2021-11-05	51195
USA/VA-CDC-LC0369096/2021|OL557727.1|2021-10-31	51650
USA/VA-CDC-LC0369118/2021|OL557366.1|2021-10-30	51001
USA/VA-VTVAS3-GSC27776/2021|ON132446.1|2021-11-01	51031
USA/VA-DCLS-10671/2021|OM037361.1|2021-10-27	51031
USA/VA-CDC-LC0371531/2021|OL575125.1|2021-11-05	51790
USA/VA-CDC-LC0360514/2021|OL487308.1|2021-10-26	51021
USA/VA-VTVAS3-GSC29860/2021|ON138352.1|2021-12-27	51187
USA/VA-DCLS-11305/2021|OM068952.1|2021-11-29	51149
USA/VA-CDC-LC0360388/2021|OL488783.1|2021-10-28	51810
USA/VA-CDC-QDX30609663/2021|OL493491.1|2021-10-31	51113
USA/VA-CDC-ASC210449157/2021|OL576195.1|2021-10-31	51685
USA/VA-CDC-ASC210385825/2021|OL594621.1|2021-11-03	51027
USA/VA-CDC-LC0369157/2021|OL557345.1|2021-10-30	51149
USA/VA-VTVAS3-GSC27953/2021|ON137661.1|2021-10-27	51790
USA/VA-CDC-LC0360568/2021|OL488058.1|2021-10-27	51121
USA/VA-CDC-LC0359385/2021|OL488910.1|2021-10-28	51045
USA/VA-CDC-LC0368902/2021|OL557520.1|2021-10-30	51011
USA/VA-VTVAS3-GSC28170/2021|ON137910.1|2021-11-13	51065
USA/VA-DCLS-11003/2021|OL753044.1|2021-11-19	51175
USA/VA-CDC-QDX30566402/2021|OL490346.1|2021-10-29	51041
USA/VA-VTVAS3-GSC27565/2021|ON130891.1|2021-10-26	51678
USA/VA-CDC-ASC210430737/2021|OL927615.1|2021-11-22	51770
USA/VA-CDC-QDX30566404/2021|OL490363.1|2021-10-29	51820
USA/VA-CDC-LC0359853/2021|OL487370.1|2021-10-27	51760
USA/VA-DCLS-12174/2021|OM479735.1|2021-12-21	51035
USA/VA-CDC-ASC210497004/2021|OL481649.1|2021-10-26	51735
USA/VA-CDC-LC0369002/2021|OL557328.1|2021-10-30	51730
USA/VA-CDC-LC0430724/2021|OM042933.1|2021-12-14	51049
USA/VA-CDC-LC0359490/2021|OL488538.1|2021-10-28	51161
USA/VA-CDC-LC0413277/2021|OL883494.1|2021-12-01	51181
USA/VA-CDC-LC0369028/2021|OL557663.1|2021-10-31	51087
USA/VA-CDC-ASC210449458/2021|OL577062.1|2021-10-31	51115
USA/VA-CDC-LC0018506/2021|MW707617.1|2021-02-16	51171
USA/VA-DCLS-3933/2021|MW898786.1|2021-03	51143
USA/VA-CDC-LC0022852/2021|MW844762.1|2021-02-27	51540
USA/VA-CDC-LC0030690/2021|MW871163.1|2021-03-14	51033
USA/VA-CDC-QDX22359317/2021|MW733640.1|2021-02-20	51530
USA/VA-CDC-LC0020069/2021|MW734134.1|2021-02-22	51775
USA/VA-CDC-LC0072810/2021|OK512148.1|2021-06-13	51740
USA/VA-CDC-LC0072804/2021|OK512146.1|2021-06-13	51595
USA/VA-CDC-LC0072536/2021|OK235123.1|2021-06-09	51013
USA/VA-CDC-LC0074974/2021|OK230806.1|2021-06-09	51610
USA/VA-CDC-LC0078487/2021|MZ531261.1|2021-06-13	51131
USA/VA-CDC-LC0072607/2021|OK512034.1|2021-06-10	51820
USA/VA-CDC-LC0080026/2021|MZ531588.1|2021-06-14	51161
USA/VA-VTVAS3-GSC23185/2021|ON133830.1|2021-06-08	51079
USA/VA-CDC-LC0020325/2021|MW734181.1|2021-02-21	51003
USA/VA-DCLS-3956/2021|MW898801.1|2021-03	51137
USA/VA-CDC-LC0019671/2021|MW734037.1|2021-02-20	51001
USA/VA-CDC-LC0027389/2021|MW813819.1|2021-03-09	51117
USA/VA-VTVAS3-GSC27726/2021|ON132397.1|2021-10-28	51750
USA/VA-VTVAS3-GSC29184/2021|ON133758.1|2021-12-26	51169
USA/VA-VTVAS3-GSC27514/2021|ON130744.1|2021-10-19	51075
USA/VA-CDC-LC0359624/2021|OL489235.1|2021-10-29	51001
USA/VA-VTVAS3-GSC27435/2021|ON130668.1|2021-10-19	51019
USA/VA-VTVAS3-GSC27533/2021|ON130859.1|2021-10-24	51550
USA/VA-DCLS-10630/2021|OL752929.1|2021-10-21	51683
USA/VA-CDC-QDX30410367/2021|OL497321.1|2021-10-24	51111
USA/VA-CDC-LC0350186/2021|OL392961.1|2021-10-19	51775
USA/VA-CDC-LC0343211/2021|OL395227.1|2021-10-21	51125
USA/VA-CDC-ASC210490254/2021|OL478813.1|2021-10-22	51007
USA/VA-DCLS-10636/2021|OL752935.1|2021-10-21	51109
USA/VA-CDC-QDX30410368/2021|OL497348.1|2021-10-24	51155
USA/VA-CDC-ASC210450758/2021|OL562789.1|2021-10-28	51680
USA/VA-CDC-LC0440071/2021|OM122354.1|2021-12-21	51155
USA/VA-CDC-QDX30363402/2021|OL376230.1|2021-10-24	51029
USA/VA-CDC-LC0359665/2021|OL489533.1|2021-10-29	51830
USA/VA-CDC-ASC210489757/2021|OL478157.1|2021-10-21	51125
USA/VA-DCLS-10712/2021|OL788638.1|2021-10-28	51035
USA/VA-CDC-LC0394309/2021|OL737417.1|2021-11-16	51095
USA/VA-CDC-LC0351118/2021|OL393700.1|2021-10-19	51177
USA/VA-CDC-QDX30455042/2021|OL498420.1|2021-10-26	51021
USA/VA-CDC-QDX30363365/2021|OL376025.1|2021-10-23	51097
USA/VA-CDC-STM-BNFAU8DDB/2021|OL499454.1|2021-10-19	51103
USA/VA-CDC-LC0343915/2021|OL394124.1|2021-10-20	51013
USA/VA-CDC-LC0350094/2021|OL392875.1|2021-10-19	51171
USA/VA-DCLS-6046/2021|MZ648135.1|2021-07	51750
USA/VA-CDC-ASC210495304/2021|OL480970.1|2021-10-25	51157
USA/VA-CDC-LC0342738/2021|OL394525.1|2021-10-20	51195
USA/VA-CDC-LC0359487/2021|OL489263.1|2021-10-29	51193
USA/VA-CDC-QDX30410359/2021|OL497230.1|2021-10-24	51017
USA/VA-CDC-LC0359357/2021|OL488540.1|2021-10-28	51155
USA/VA-CDC-ASC210443329/2021|OL562234.1|2021-10-27	51101
USA/VA-CDC-LC0342465/2021|OL394698.1|2021-10-20	51157
USA/VA-CDC-2-4611161/2021|OK188024.1|2021-06-02	51109
USA/VA-CDC-LC0090617/2021|OK233160.1|2021-07-01	51730
USA/VA-VTVAS3-GSC23189/2021|ON133833.1|2021-06-03	51770
USA/VA-CDC-QDX21875180/2021|MW669726.1|2021-02-08	51153
USA/VA-CDC-LC0015858/2021|MW704919.1|2021-02-10	51011
USA/VA-VTVAS3-GSC27367/2021|ON130298.1|2021-10-14	51690
USA/VA-CDC-QDX30319992/2021|OL388833.1|2021-10-22	51175
USA/VA-DCLS-10659/2021|OL752958.1|2021-10-18	51590
USA/VA-CDC-ASC210362065/2021|OL428078.1|2021-10-13	51007
USA/VA-VTVAS3-GSC27517/2021|ON130747.1|2021-10-14	51195
USA/VA-CDC-ASC210477461/2021|OL478244.1|2021-10-21	51083
USA/VA-VTVAS3-GSC27474/2021|ON130706.1|2021-10-19	51177
USA/VA-VTVAS3-GSC27314/2021|ON129763.1|2021-10-15	51720
USA/VA-CDC-LC0343830/2021|OL395604.1|2021-10-22	51075
USA/VA-VTVAS3-GSC27409/2021|ON130337.1|2021-10-16	51103
USA/VA-VTVAS3-GSC27403/2021|ON130331.1|2021-10-18	51775
USA/VA-CDC-LC0338786/2021|OL327636.1|2021-10-13	51730
USA/VA-CDC-LC0330944/2021|OL329455.1|2021-10-15	51760
USA/VA-CDC-MMB11030153/2021|OL447257.1|2021-10-12	51029
USA/VA-DCLS-10655/2021|OL752954.1|2021-10-15	51127
USA/VA-CDC-LC0331062/2021|OL329401.1|2021-10-15	51099
USA/VA-VTVAS3-GSC27479/2021|ON130711.1|2021-10-14	51183
USA/VA-CDC-ASC210493432/2021|OL479914.1|2021-10-23	51095
USA/VA-VTVAS3-GSC27469/2021|ON130701.1|2021-10-18	51530
USA/VA-CDC-ASC210362460/2021|OL427084.1|2021-10-13	51053
USA/VA-DCLS-10255/2021|OL784034.1|2021-10-15	51111
USA/VA-VTVAS3-GSC27500/2021|ON130730.1|2021-10-15	51171
USA/VA-CDC-LC0338458/2021|OL328071.1|2021-10-13	51017
USA/VA-CDC-LC0338554/2021|OL328838.1|2021-10-14	51033
USA/VA-VTVAS3-GSC27513/2021|ON130743.1|2021-10-17	51187
USA/VA-CDC-LC0339204/2021|OL328908.1|2021-10-14	51760
USA/VA-CDC-LC0337970/2021|OL328356.1|2021-10-13	51165
USA/VA-CDC-LC0369012/2021|OL557350.1|2021-10-30	51177
USA/VA-CDC-LC0338862/2021|OL328892.1|2021-10-14	51081
USA/VA-CDC-ASC210492743/2021|OL483736.1|2021-10-23	51177
USA/VA-CDC-ASC210461258/2021|OL429997.1|2021-10-15	51023
USA/VA-CDC-LC0338989/2021|OL327631.1|2021-10-13	51101
USA/VA-DCLS-10656/2021|OL752955.1|2021-10-21	51117
USA/VA-CDC-ASC210361920/2021|OL427522.1|2021-10-13	51141
USA/VA-CDC-ASC210358497/2021|OL426830.1|2021-10-12	51007
USA/VA-CDC-LC0331509/2021|OL329540.1|2021-10-15	51630
USA/VA-CDC-LC0338729/2021|OL327574.1|2021-10-13	51163
USA/VA-CDC-2-4611259/2021|OK188060.1|2021-05-29	51101
USA/VA-CDC-LC0011035/2021|MW641011.1|2021-01-27	51660
USA/VA-CDC-LC0016893/2021|MW706517.1|2021-02-10	51678
USA/VA-CDC-LC0012656/2021|MW642898.1|2021-01-31	51760
USA/VA-CDC-LC0065834/2021|MZ371488.1|2021-05-19	51520
USA/VA-CDC-2-4611157/2021|OK188005.1|2021-05-24	51083
USA/VA-CDC-LC0066377/2021|MZ371583.1|2021-05-21	51840
USA/VA-CDC-ASC210359226/2021|OL432662.1|2021-10-11	51149
USA/VA-DCLS-10504/2021|OM765020.1|2021-10-05	51113
USA/VA-VTVAS3-GSC29841/2021|ON138335.1|2021-12-25	51590
USA/VA-CDC-ASC210357215/2021|OL432306.1|2021-10-11	51760
USA/VA-CDC-LC0318373/2021|OK609991.1|2021-10-05	51149
USA/VA-VTVAS3-GSC27336/2021|ON130269.1|2021-10-07	51107
USA/VA-CDC-QDX29730036/2021|OL349548.1|2021-10-11	51149
USA/VA-CDC-LC0318316/2021|OK609973.1|2021-10-05	51810
USA/VA-CDC-QDX30854895/2021|OL726508.1|2021-11-05	51550
USA/VA-DCLS-10545/2021|OM037329.1|2021-10-11	51121
USA/VA-CDC-LC0319401/2021|OK611524.1|2021-10-06	51015
USA/VA-CDC-QDX29556777/2021|OK627118.1|2021-10-05	51690
USA/VA-CDC-QDX29644449/2021|OK596342.1|2021-10-09	51079
USA/VA-CDC-LC0320427/2021|OK611281.1|2021-10-06	51760
USA/VA-CDC-QDX29644374/2021|OK596164.1|2021-10-08	51153
USA/VA-CDC-LC0321192/2021|OK611977.1|2021-10-07	51177
USA/VA-CDC-LC0319417/2021|OK610649.1|2021-10-05	51600
USA/VA-VTVAS3-GSC27988/2021|ON137692.1|2021-10-10	51085
USA/VA-CDC-ASC210316195/2021|OL404807.1|2021-10-09	51009
USA/VA-CDC-MMB14862389/2022|ON345878.1|2022-03-28	51041
USA/VA-CDC-LC0351253/2021|OL393707.1|2021-10-19	51820
USA/VA-CDC-ASC210343715/2021|OL431363.1|2021-10-10	51670
USA/VA-CDC-LC0423797/2021|OL993021.1|2021-12-07	51069
USA/VA-CDC-LC0319230/2021|OK610375.1|2021-10-05	51059
USA/VA-VTVAS3-GSC28087/2021|ON137746.1|2021-11-09	51775
USA/VA-CDC-QDX30319957/2021|OL388700.1|2021-10-22	51093
USA/VA-CDC-ASC210359230/2021|OL432665.1|2021-10-11	51181
USA/VA-CDC-ASC210316155/2021|OL404526.1|2021-10-09	51021
USA/VA-DCLS-10559/2021|OM037341.1|2021-10-07	51670
USA/VA-CDC-LC0320496/2021|OK611948.1|2021-10-07	51065
